lineno	LN_TK_SN	tkcode	tkval	tag	highlevel
496	122	45	-		
496	123	45	-		
496	124	45	-		
496	125	45	-		
496	126	45	-		
496	127	45	-		
496	128	45	-		
496	129	45	-		
496	130	45	-		
496	131	45	-		
496	132	45	-		
496	133	45	-		
496	134	45	-		
496	135	45	-		
496	136	45	-		
496	137	45	-		
496	138	45	-		
496	139	45	-		
496	140	45	-		
496	141	45	-		
496	142	45	-		
496	143	45	-		
496	144	45	-		
496	145	45	-		
496	146	45	-		
496	147	45	-		
496	148	45	-		
496	149	45	-		
496	150	45	-		
496	151	45	-		
497	152	TT_EOL	N/P		
497	0	58	:		
497	1	TT_WORD	Percent		
497	2	TT_WORD	of		
497	3	TT_WORD	Open		
497	4	TT_WORD	Interest		
497	5	TT_WORD	Held		
497	6	TT_WORD	by		
497	7	TT_WORD	the		
497	8	TT_WORD	Indicated		
497	9	TT_WORD	Number		
497	10	TT_WORD	of		
497	11	TT_WORD	the		
497	12	TT_WORD	Largest		
497	13	TT_WORD	Traders		
498	14	TT_EOL	N/P		
498	0	58	:		
498	1	TT_WORD	By		
498	2	TT_WORD	Gross		
498	3	TT_WORD	Position		
498	4	TT_WORD	By		
498	5	TT_WORD	Net		
498	6	TT_WORD	Position		
499	7	TT_EOL	N/P		
499	0	58	:		
499	1	TT_NUMBER	4		
499	2	TT_WORD	or		
499	3	TT_WORD	Less		
499	4	TT_WORD	Traders		
499	5	TT_NUMBER	8		
499	6	TT_WORD	or		
499	7	TT_WORD	Less		
499	8	TT_WORD	Traders		
499	9	TT_NUMBER	4		
499	10	TT_WORD	or		
499	11	TT_WORD	Less		
499	12	TT_WORD	Traders		
499	13	TT_NUMBER	8		
499	14	TT_WORD	or		
499	15	TT_WORD	Less		
499	16	TT_WORD	Traders		
500	17	TT_EOL	N/P		
500	0	58	:		
500	1	TT_WORD	Long		
500	2	58	:		
500	3	TT_WORD	Short		
500	4	TT_WORD	Long		
500	5	TT_WORD	Short		
500	6	58	:		
500	7	TT_WORD	Long		
500	8	TT_WORD	Short		
500	9	TT_WORD	Long		
500	10	TT_WORD	Short		
501	11	TT_EOL	N/P		
501	0	58	:		
501	1	45	-		
501	2	45	-		
501	3	45	-		
501	4	45	-		
501	5	45	-		
501	6	45	-		
501	7	45	-		
501	8	45	-		
501	9	45	-		
501	10	45	-		
501	11	45	-		
501	12	45	-		
501	13	45	-		
501	14	45	-		
501	15	45	-		
501	16	45	-		
501	17	45	-		
501	18	45	-		
501	19	45	-		
501	20	45	-		
501	21	45	-		
501	22	45	-		
501	23	45	-		
501	24	45	-		
501	25	45	-		
501	26	45	-		
501	27	45	-		
501	28	45	-		
501	29	45	-		
501	30	45	-		
501	31	45	-		
501	32	45	-		
501	33	45	-		
501	34	45	-		
501	35	45	-		
501	36	45	-		
501	37	45	-		
501	38	45	-		
501	39	45	-		
501	40	45	-		
501	41	45	-		
501	42	45	-		
501	43	45	-		
501	44	45	-		
501	45	45	-		
501	46	45	-		
501	47	45	-		
501	48	45	-		
501	49	45	-		
501	50	45	-		
501	51	45	-		
501	52	45	-		
501	53	45	-		
501	54	45	-		
501	55	45	-		
501	56	45	-		
501	57	45	-		
501	58	45	-		
501	59	45	-		
501	60	45	-		
501	61	45	-		
501	62	45	-		
501	63	45	-		
501	64	45	-		
501	65	45	-		
501	66	45	-		
501	67	45	-		
501	68	45	-		
501	69	45	-		
501	70	45	-		
501	71	45	-		
501	72	45	-		
501	73	45	-		
501	74	45	-		
501	75	45	-		
501	76	45	-		
501	77	45	-		
501	78	45	-		
501	79	45	-		
501	80	45	-		
501	81	45	-		
501	82	45	-		
501	83	45	-		
501	84	45	-		
501	85	45	-		
501	86	45	-		
501	87	45	-		
501	88	45	-		
501	89	45	-		
501	90	45	-		
501	91	45	-		
501	92	45	-		
501	93	45	-		
501	94	45	-		
501	95	45	-		
501	96	45	-		
501	97	45	-		
501	98	45	-		
501	99	45	-		
501	100	45	-		
502	101	TT_EOL	N/P		
502	0	TT_WORD	All		
502	1	58	:		
502	2	TT_NUMBER	52.8		
502	3	TT_NUMBER	52.8		
502	4	TT_NUMBER	74.7		
502	5	TT_NUMBER	70.3		
502	6	TT_NUMBER	35		
502	7	TT_NUMBER	40.2		
502	8	TT_NUMBER	44.8		
502	9	TT_NUMBER	45.9		
503	10	TT_EOL	N/P		
503	0	TT_WORD	Old		
503	1	58	:		
503	2	TT_NUMBER	52.8		
503	3	TT_NUMBER	52.8		
503	4	TT_NUMBER	74.7		
503	5	TT_NUMBER	70.3		
503	6	TT_NUMBER	35		
503	7	TT_NUMBER	40.2		
503	8	TT_NUMBER	44.8		
503	9	TT_NUMBER	45.9		
504	10	TT_EOL	N/P		
504	0	TT_WORD	Other		
504	1	58	:		
504	2	TT_NUMBER	0		
504	3	TT_NUMBER	0		
504	4	TT_NUMBER	0		
504	5	TT_NUMBER	0		
504	6	TT_NUMBER	0		
504	7	TT_NUMBER	0		
504	8	TT_NUMBER	0		
504	9	TT_NUMBER	0		
505	10	TT_EOL	N/P		
506	0	TT_EOL	N/P		
506	0	TT_WORD	CHEESE		
506	1	40	(		
506	2	TT_WORD	CASH-SETTLED		
506	3	41	)		
506	4	45	-		
506	5	TT_WORD	CHICAGO		
506	6	TT_WORD	MERCANTILE		
506	7	TT_WORD	EXCHANGE		
506	8	TT_WORD	Code-063642		
507	9	TT_EOL	N/P		
507	0	TT_WORD	Disaggregated		
507	1	TT_WORD	Commitments		
507	2	TT_WORD	of		
507	3	TT_WORD	Traders		
507	4	45	-		
507	5	TT_WORD	Options		
507	6	TT_WORD	and		
507	7	TT_WORD	Futures		
507	8	TT_WORD	Combined		
507	9	44	","		
507	10	TT_WORD	May		
507	11	TT_NUMBER	2		
507	12	44	","		
507	13	TT_NUMBER	2023		
508	14	TT_EOL	N/P		
508	0	45	-		
508	1	45	-		
508	2	45	-		
508	3	45	-		
508	4	45	-		
508	5	45	-		
508	6	45	-		
508	7	45	-		
508	8	45	-		
508	9	45	-		
508	10	45	-		
508	11	45	-		
508	12	45	-		
508	13	45	-		
508	14	45	-		
508	15	45	-		
508	16	45	-		
508	17	45	-		
508	18	45	-		
508	19	45	-		
508	20	45	-		
508	21	45	-		
508	22	45	-		
508	23	45	-		
508	24	45	-		
508	25	45	-		
508	26	45	-		
508	27	45	-		
508	28	45	-		
508	29	45	-		
508	30	45	-		
508	31	45	-		
508	32	45	-		
508	33	45	-		
508	34	45	-		
508	35	45	-		
508	36	45	-		
508	37	45	-		
508	38	45	-		
508	39	45	-		
508	40	45	-		
508	41	45	-		
508	42	45	-		
508	43	45	-		
508	44	45	-		
508	45	45	-		
508	46	45	-		
508	47	45	-		
508	48	45	-		
508	49	45	-		
508	50	45	-		
508	51	45	-		
508	52	45	-		
508	53	45	-		
508	54	45	-		
508	55	45	-		
508	56	45	-		
508	57	45	-		
508	58	45	-		
508	59	45	-		
508	60	45	-		
508	61	45	-		
508	62	45	-		
508	63	45	-		
508	64	45	-		
508	65	45	-		
508	66	45	-		
508	67	45	-		
508	68	45	-		
508	69	45	-		
508	70	45	-		
508	71	45	-		
508	72	45	-		
508	73	45	-		
508	74	45	-		
508	75	45	-		
508	76	45	-		
508	77	45	-		
508	78	45	-		
508	79	45	-		
508	80	45	-		
508	81	45	-		
508	82	45	-		
508	83	45	-		
508	84	45	-		
508	85	45	-		
508	86	45	-		
508	87	45	-		
508	88	45	-		
508	89	45	-		
508	90	45	-		
508	91	45	-		
508	92	45	-		
508	93	45	-		
508	94	45	-		
508	95	45	-		
508	96	45	-		
508	97	45	-		
508	98	45	-		
508	99	45	-		
508	100	45	-		
508	101	45	-		
508	102	45	-		
508	103	45	-		
508	104	45	-		
508	105	45	-		
508	106	45	-		
508	107	45	-		
508	108	45	-		
508	109	45	-		
508	110	45	-		
508	111	45	-		
508	112	45	-		
508	113	45	-		
508	114	45	-		
508	115	45	-		
508	116	45	-		
508	117	45	-		
508	118	45	-		
508	119	45	-		
508	120	45	-		
508	121	45	-		
508	122	45	-		
508	123	45	-		
508	124	45	-		
508	125	45	-		
508	126	45	-		
508	127	45	-		
508	128	45	-		
508	129	45	-		
508	130	45	-		
508	131	45	-		
508	132	45	-		
508	133	45	-		
508	134	45	-		
508	135	45	-		
508	136	45	-		
508	137	45	-		
508	138	45	-		
508	139	45	-		
508	140	45	-		
508	141	45	-		
508	142	45	-		
508	143	45	-		
508	144	45	-		
508	145	45	-		
508	146	45	-		
508	147	45	-		
508	148	45	-		
508	149	45	-		
508	150	45	-		
508	151	45	-		
508	152	45	-		
508	153	45	-		
508	154	45	-		
508	155	45	-		
508	156	45	-		
509	157	TT_EOL	N/P		
509	0	58	:		
509	1	58	:		
509	2	TT_WORD	Reportable		
509	3	TT_WORD	Positions		
509	4	58	:		
509	5	TT_WORD	Nonreportable		
510	6	TT_EOL	N/P		
510	0	58	:		
510	1	58	:		
510	2	TT_WORD	Producer		
511	3	TT_EOL	N/P		
511	0	58	:		
511	1	TT_WORD	Open		
511	2	58	:		
511	3	TT_WORD	Processor		
512	4	TT_EOL	N/P		
512	0	58	:		
512	1	TT_WORD	Interest		
512	2	58	:		
512	3	TT_WORD	Long		
512	4	58	:		
512	5	TT_WORD	Short		
512	6	58	:		
512	7	TT_WORD	Long		
512	8	58	:		
512	9	TT_WORD	Short		
512	10	58	:		
512	11	TT_WORD	Spreading		
512	12	58	:		
512	13	TT_WORD	Long		
512	14	58	:		
512	15	TT_WORD	Short		
512	16	58	:		
512	17	TT_WORD	Spreading		
512	18	58	:		
512	19	TT_WORD	Long		
512	20	58	:		
512	21	TT_WORD	Short		
512	22	58	:		
512	23	TT_WORD	Spreading		
512	24	58	:		
512	25	TT_WORD	Long		
512	26	58	:		
512	27	TT_WORD	Short		
513	28	TT_EOL	N/P		
513	0	45	-		
513	1	45	-		
513	2	45	-		
513	3	45	-		
513	4	45	-		
513	5	45	-		
513	6	45	-		
513	7	45	-		
513	8	45	-		
513	9	45	-		
513	10	45	-		
513	11	45	-		
513	12	45	-		
513	13	45	-		
513	14	45	-		
513	15	45	-		
513	16	45	-		
513	17	45	-		
513	18	45	-		
513	19	45	-		
513	20	45	-		
513	21	45	-		
513	22	45	-		
513	23	45	-		
513	24	45	-		
513	25	45	-		
513	26	45	-		
513	27	45	-		
513	28	45	-		
513	29	45	-		
513	30	45	-		
513	31	45	-		
513	32	45	-		
513	33	45	-		
513	34	45	-		
513	35	45	-		
513	36	45	-		
513	37	45	-		
513	38	45	-		
513	39	45	-		
513	40	45	-		
513	41	45	-		
513	42	45	-		
513	43	45	-		
513	44	45	-		
513	45	45	-		
513	46	45	-		
513	47	45	-		
513	48	45	-		
513	49	45	-		
513	50	45	-		
513	51	45	-		
513	52	45	-		
513	53	45	-		
513	54	45	-		
513	55	45	-		
513	56	45	-		
513	57	45	-		
513	58	45	-		
513	59	45	-		
513	60	45	-		
513	61	45	-		
513	62	45	-		
513	63	45	-		
513	64	45	-		
513	65	45	-		
513	66	45	-		
513	67	45	-		
513	68	45	-		
513	69	45	-		
513	70	45	-		
513	71	45	-		
513	72	45	-		
513	73	45	-		
513	74	45	-		
513	75	45	-		
513	76	45	-		
513	77	45	-		
513	78	45	-		
513	79	45	-		
513	80	45	-		
513	81	45	-		
513	82	45	-		
513	83	45	-		
513	84	45	-		
513	85	45	-		
513	86	45	-		
513	87	45	-		
513	88	45	-		
513	89	45	-		
513	90	45	-		
513	91	45	-		
513	92	45	-		
513	93	45	-		
513	94	45	-		
513	95	45	-		
513	96	45	-		
513	97	45	-		
513	98	45	-		
513	99	45	-		
513	100	45	-		
513	101	45	-		
513	102	45	-		
513	103	45	-		
513	104	45	-		
513	105	45	-		
513	106	45	-		
513	107	45	-		
513	108	45	-		
513	109	45	-		
513	110	45	-		
513	111	45	-		
513	112	45	-		
513	113	45	-		
513	114	45	-		
513	115	45	-		
513	116	45	-		
513	117	45	-		
513	118	45	-		
513	119	45	-		
513	120	45	-		
513	121	45	-		
513	122	45	-		
513	123	45	-		
513	124	45	-		
513	125	45	-		
513	126	45	-		
513	127	45	-		
513	128	45	-		
513	129	45	-		
513	130	45	-		
513	131	45	-		
513	132	45	-		
513	133	45	-		
513	134	45	-		
513	135	45	-		
513	136	45	-		
513	137	45	-		
513	138	45	-		
513	139	45	-		
513	140	45	-		
513	141	45	-		
513	142	45	-		
513	143	45	-		
513	144	45	-		
513	145	45	-		
513	146	45	-		
513	147	45	-		
513	148	45	-		
513	149	45	-		
513	150	45	-		
513	151	45	-		
513	152	45	-		
513	153	45	-		
513	154	45	-		
513	155	45	-		
513	156	45	-		
514	157	TT_EOL	N/P		
514	0	58	:		
514	1	58	:		
514	2	40	(		
514	3	TT_WORD	CONTRACTS		
514	4	TT_WORD	OF		
514	5	TT_NUMBER	20		
514	6	44	","		
514	7	TT_NUMBER	0		
514	8	TT_WORD	POUNDS		
514	9	41	)		
514	10	58	:		
515	11	TT_EOL	N/P		
515	0	58	:		
515	1	58	:		
515	2	TT_WORD	Positions		
515	3	58	:		
516	4	TT_EOL	N/P		
516	0	TT_WORD	All		
516	1	58	:		
516	2	TT_NUMBER	34		
516	3	44	","		
516	4	TT_NUMBER	45		
516	5	58	:		
516	6	TT_NUMBER	21		
516	7	44	","		
516	8	TT_NUMBER	424		
516	9	TT_NUMBER	11		
516	10	44	","		
516	11	TT_NUMBER	573		
516	12	TT_NUMBER	3		
516	13	44	","		
516	14	TT_NUMBER	572		
516	15	TT_NUMBER	3		
516	16	44	","		
516	17	TT_NUMBER	699		
516	18	TT_NUMBER	2		
516	19	44	","		
516	20	TT_NUMBER	179		
516	21	TT_NUMBER	0		
516	22	TT_NUMBER	2		
516	23	44	","		
516	24	TT_NUMBER	86		
516	25	TT_NUMBER	811		
516	26	TT_NUMBER	2		
516	27	44	","		
516	28	TT_NUMBER	462		
516	29	TT_NUMBER	9		
516	30	44	","		
516	31	TT_NUMBER	430		
516	32	TT_NUMBER	3		
516	33	44	","		
516	34	TT_NUMBER	148		
516	35	58	:		
516	36	TT_NUMBER	450		
516	37	TT_NUMBER	1		
516	38	44	","		
516	39	TT_NUMBER	121		
517	40	TT_EOL	N/P		
517	0	TT_WORD	Old		
517	1	58	:		
517	2	TT_NUMBER	34		
517	3	44	","		
517	4	TT_NUMBER	45		
517	5	58	:		
517	6	TT_NUMBER	21		
517	7	44	","		
517	8	TT_NUMBER	424		
517	9	TT_NUMBER	11		
517	10	44	","		
517	11	TT_NUMBER	573		
517	12	TT_NUMBER	3		
517	13	44	","		
517	14	TT_NUMBER	572		
517	15	TT_NUMBER	3		
517	16	44	","		
517	17	TT_NUMBER	699		
517	18	TT_NUMBER	2		
517	19	44	","		
517	20	TT_NUMBER	179		
517	21	TT_NUMBER	0		
517	22	TT_NUMBER	2		
517	23	44	","		
517	24	TT_NUMBER	86		
517	25	TT_NUMBER	811		
517	26	TT_NUMBER	2		
517	27	44	","		
517	28	TT_NUMBER	462		
517	29	TT_NUMBER	9		
517	30	44	","		
517	31	TT_NUMBER	430		
517	32	TT_NUMBER	3		
517	33	44	","		
517	34	TT_NUMBER	148		
517	35	58	:		
517	36	TT_NUMBER	450		
517	37	TT_NUMBER	1		
517	38	44	","		
517	39	TT_NUMBER	121		
518	40	TT_EOL	N/P		
518	0	TT_WORD	Other		
518	1	58	:		
518	2	TT_NUMBER	0		
518	3	58	:		
518	4	TT_NUMBER	0		
518	5	TT_NUMBER	0		
518	6	TT_NUMBER	0		
518	7	TT_NUMBER	0		
518	8	TT_NUMBER	0		
518	9	TT_NUMBER	0		
518	10	TT_NUMBER	0		
518	11	TT_NUMBER	0		
518	12	TT_NUMBER	0		
518	13	TT_NUMBER	0		
518	14	TT_NUMBER	0		
518	15	58	:		
518	16	TT_NUMBER	0		
518	17	TT_NUMBER	0		
519	18	TT_EOL	N/P		
519	0	58	:		
519	1	58	:		
519	2	58	:		
520	3	TT_EOL	N/P		
520	0	58	:		
520	1	58	:		
520	2	TT_WORD	Changes		
520	3	TT_WORD	in		
520	4	TT_WORD	Commitments		
520	5	TT_WORD	from		
520	6	58	:		
520	7	TT_WORD	April		
520	8	TT_NUMBER	25		
520	9	44	","		
520	10	TT_NUMBER	2023		
520	11	58	:		
521	12	TT_EOL	N/P		
521	0	58	:		
521	1	TT_NUMBER	1		
521	2	44	","		
521	3	TT_NUMBER	931		
521	4	58	:		
521	5	TT_NUMBER	1		
521	6	44	","		
521	7	TT_NUMBER	226		
521	8	TT_NUMBER	161		
521	9	TT_NUMBER	131		
521	10	TT_NUMBER	-112		
521	11	TT_NUMBER	181		
521	12	TT_NUMBER	0		
521	13	TT_NUMBER	425		
521	14	TT_NUMBER	106		
521	15	TT_NUMBER	175		
521	16	TT_NUMBER	949		
521	17	TT_NUMBER	109		
521	18	58	:		
521	19	TT_NUMBER	3		
521	20	TT_NUMBER	111		
522	21	TT_EOL	N/P		
522	0	58	:		
522	1	58	:		
522	2	58	:		
523	3	TT_EOL	N/P		
523	0	58	:		
523	1	58	:		
523	2	TT_WORD	Percent		
523	3	TT_WORD	of		
523	4	TT_WORD	Open		
523	5	TT_WORD	Interest		
523	6	TT_WORD	Represented		
523	7	TT_WORD	by		
523	8	TT_WORD	Each		
523	9	TT_WORD	Category		
523	10	TT_WORD	of		
523	11	TT_WORD	Trader		
523	12	58	:		
524	13	TT_EOL	N/P		
524	0	TT_WORD	All		
524	1	58	:		
524	2	TT_NUMBER	100		
524	3	58	:		
524	4	TT_NUMBER	62.9		
524	5	TT_NUMBER	34		
524	6	TT_NUMBER	10.5		
524	7	TT_NUMBER	10.9		
524	8	TT_NUMBER	6.4		
524	9	TT_NUMBER	0		
524	10	TT_NUMBER	6.1		
524	11	TT_NUMBER	2.4		
524	12	TT_NUMBER	7.2		
524	13	TT_NUMBER	27.7		
524	14	TT_NUMBER	9.2		
524	15	58	:		
524	16	TT_NUMBER	1.3		
524	17	TT_NUMBER	3.3		
525	18	TT_EOL	N/P		
525	0	TT_WORD	Old		
525	1	58	:		
525	2	TT_NUMBER	100		
525	3	58	:		
525	4	TT_NUMBER	62.9		
525	5	TT_NUMBER	34		
525	6	TT_NUMBER	10.5		
525	7	TT_NUMBER	10.9		
525	8	TT_NUMBER	6.4		
525	9	TT_NUMBER	0		
525	10	TT_NUMBER	6.1		
525	11	TT_NUMBER	2.4		
525	12	TT_NUMBER	7.2		
525	13	TT_NUMBER	27.7		
525	14	TT_NUMBER	9.2		
525	15	58	:		
525	16	TT_NUMBER	1.3		
525	17	TT_NUMBER	3.3		
526	18	TT_EOL	N/P		
526	0	TT_WORD	Other		
526	1	58	:		
526	2	TT_NUMBER	100		
526	3	58	:		
526	4	TT_NUMBER	0		
526	5	TT_NUMBER	0		
526	6	TT_NUMBER	0		
526	7	TT_NUMBER	0		
526	8	TT_NUMBER	0		
526	9	TT_NUMBER	0		
526	10	TT_NUMBER	0		
526	11	TT_NUMBER	0		
526	12	TT_NUMBER	0		
526	13	TT_NUMBER	0		
526	14	TT_NUMBER	0		
526	15	58	:		
526	16	TT_NUMBER	0		
526	17	TT_NUMBER	0		
527	18	TT_EOL	N/P		
527	0	58	:		
527	1	58	:		
527	2	58	:		
528	3	TT_EOL	N/P		
528	0	58	:		
528	1	58	:		
528	2	TT_WORD	Number		
528	3	TT_WORD	of		
528	4	TT_WORD	Traders		
528	5	TT_WORD	in		
528	6	TT_WORD	Each		
528	7	TT_WORD	Category		
528	8	58	:		
529	9	TT_EOL	N/P		
529	0	TT_WORD	All		
529	1	58	:		
529	2	TT_NUMBER	67		
529	3	58	:		
529	4	TT_NUMBER	24		
529	5	TT_NUMBER	26		
529	6	TT_NUMBER	0		
529	7	TT_NUMBER	0		
529	8	TT_NUMBER	0		
529	9	TT_NUMBER	0		
529	10	TT_NUMBER	11		
529	11	TT_NUMBER	0		
529	12	TT_NUMBER	4		
529	13	TT_NUMBER	13		
529	14	TT_NUMBER	8		
529	15	58	:		
530	16	TT_EOL	N/P		
530	0	TT_WORD	Old		
530	1	58	:		
530	2	TT_NUMBER	67		
530	3	58	:		
530	4	TT_NUMBER	24		
530	5	TT_NUMBER	26		
530	6	TT_NUMBER	0		
530	7	TT_NUMBER	0		
530	8	TT_NUMBER	0		
530	9	TT_NUMBER	0		
530	10	TT_NUMBER	11		
530	11	TT_NUMBER	0		
530	12	TT_NUMBER	4		
530	13	TT_NUMBER	13		
530	14	TT_NUMBER	8		
530	15	58	:		
531	16	TT_EOL	N/P		
531	0	TT_WORD	Other		
531	1	58	:		
531	2	TT_NUMBER	0		
531	3	58	:		
531	4	TT_NUMBER	0		
531	5	TT_NUMBER	0		
531	6	TT_NUMBER	0		
531	7	TT_NUMBER	0		
531	8	TT_NUMBER	0		
531	9	TT_NUMBER	0		
531	10	TT_NUMBER	0		
531	11	TT_NUMBER	0		
531	12	TT_NUMBER	0		
531	13	TT_NUMBER	0		
531	14	TT_NUMBER	0		
531	15	58	:		
532	16	TT_EOL	N/P		
532	0	58	:		
532	1	45	-		
532	2	45	-		
532	3	45	-		
532	4	45	-		
532	5	45	-		
532	6	45	-		
532	7	45	-		
532	8	45	-		
532	9	45	-		
532	10	45	-		
532	11	45	-		
532	12	45	-		
532	13	45	-		
532	14	45	-		
532	15	45	-		
532	16	45	-		
532	17	45	-		
532	18	45	-		
532	19	45	-		
532	20	45	-		
532	21	45	-		
532	22	45	-		
532	23	45	-		
532	24	45	-		
532	25	45	-		
532	26	45	-		
532	27	45	-		
532	28	45	-		
532	29	45	-		
532	30	45	-		
532	31	45	-		
532	32	45	-		
532	33	45	-		
532	34	45	-		
532	35	45	-		
532	36	45	-		
532	37	45	-		
532	38	45	-		
532	39	45	-		
532	40	45	-		
532	41	45	-		
532	42	45	-		
532	43	45	-		
532	44	45	-		
532	45	45	-		
532	46	45	-		
532	47	45	-		
532	48	45	-		
532	49	45	-		
532	50	45	-		
532	51	45	-		
532	52	45	-		
532	53	45	-		
532	54	45	-		
532	55	45	-		
532	56	45	-		
532	57	45	-		
532	58	45	-		
532	59	45	-		
532	60	45	-		
532	61	45	-		
532	62	45	-		
532	63	45	-		
532	64	45	-		
532	65	45	-		
532	66	45	-		
532	67	45	-		
532	68	45	-		
532	69	45	-		
532	70	45	-		
532	71	45	-		
532	72	45	-		
532	73	45	-		
532	74	45	-		
532	75	45	-		
532	76	45	-		
532	77	45	-		
532	78	45	-		
532	79	45	-		
532	80	45	-		
532	81	45	-		
532	82	45	-		
532	83	45	-		
532	84	45	-		
532	85	45	-		
532	86	45	-		
532	87	45	-		
532	88	45	-		
532	89	45	-		
532	90	45	-		
532	91	45	-		
532	92	45	-		
532	93	45	-		
532	94	45	-		
532	95	45	-		
532	96	45	-		
532	97	45	-		
532	98	45	-		
532	99	45	-		
532	100	45	-		
532	101	45	-		
532	102	45	-		
532	103	45	-		
532	104	45	-		
532	105	45	-		
532	106	45	-		
532	107	45	-		
532	108	45	-		
532	109	45	-		
532	110	45	-		
532	111	45	-		
532	112	45	-		
532	113	45	-		
532	114	45	-		
532	115	45	-		
532	116	45	-		
532	117	45	-		
532	118	45	-		
532	119	45	-		
532	120	45	-		
532	121	45	-		
532	122	45	-		
532	123	45	-		
532	124	45	-		
532	125	45	-		
532	126	45	-		
532	127	45	-		
532	128	45	-		
532	129	45	-		
532	130	45	-		
532	131	45	-		
532	132	45	-		
532	133	45	-		
532	134	45	-		
532	135	45	-		
532	136	45	-		
532	137	45	-		
532	138	45	-		
532	139	45	-		
532	140	45	-		
532	141	45	-		
532	142	45	-		
532	143	45	-		
532	144	45	-		
532	145	45	-		
532	146	45	-		
532	147	45	-		
532	148	45	-		
532	149	45	-		
532	150	45	-		
532	151	45	-		
533	152	TT_EOL	N/P		
533	0	58	:		
533	1	TT_WORD	Percent		
533	2	TT_WORD	of		
533	3	TT_WORD	Open		
533	4	TT_WORD	Interest		
533	5	TT_WORD	Held		
533	6	TT_WORD	by		
533	7	TT_WORD	the		
533	8	TT_WORD	Indicated		
533	9	TT_WORD	Number		
533	10	TT_WORD	of		
533	11	TT_WORD	the		
533	12	TT_WORD	Largest		
533	13	TT_WORD	Traders		
534	14	TT_EOL	N/P		
534	0	58	:		
534	1	TT_WORD	By		
534	2	TT_WORD	Gross		
534	3	TT_WORD	Position		
534	4	TT_WORD	By		
534	5	TT_WORD	Net		
534	6	TT_WORD	Position		
535	7	TT_EOL	N/P		
535	0	58	:		
535	1	TT_NUMBER	4		
535	2	TT_WORD	or		
535	3	TT_WORD	Less		
535	4	TT_WORD	Traders		
535	5	TT_NUMBER	8		
535	6	TT_WORD	or		
535	7	TT_WORD	Less		
535	8	TT_WORD	Traders		
535	9	TT_NUMBER	4		
535	10	TT_WORD	or		
535	11	TT_WORD	Less		
535	12	TT_WORD	Traders		
535	13	TT_NUMBER	8		
535	14	TT_WORD	or		
535	15	TT_WORD	Less		
535	16	TT_WORD	Traders		
536	17	TT_EOL	N/P		
536	0	58	:		
536	1	TT_WORD	Long		
536	2	58	:		
536	3	TT_WORD	Short		
536	4	TT_WORD	Long		
536	5	TT_WORD	Short		
536	6	58	:		
536	7	TT_WORD	Long		
536	8	TT_WORD	Short		
536	9	TT_WORD	Long		
536	10	TT_WORD	Short		
537	11	TT_EOL	N/P		
537	0	58	:		
537	1	45	-		
537	2	45	-		
537	3	45	-		
537	4	45	-		
537	5	45	-		
537	6	45	-		
537	7	45	-		
537	8	45	-		
537	9	45	-		
537	10	45	-		
537	11	45	-		
537	12	45	-		
537	13	45	-		
537	14	45	-		
537	15	45	-		
537	16	45	-		
537	17	45	-		
537	18	45	-		
537	19	45	-		
537	20	45	-		
537	21	45	-		
537	22	45	-		
537	23	45	-		
537	24	45	-		
537	25	45	-		
537	26	45	-		
537	27	45	-		
537	28	45	-		
537	29	45	-		
537	30	45	-		
537	31	45	-		
537	32	45	-		
537	33	45	-		
537	34	45	-		
537	35	45	-		
537	36	45	-		
537	37	45	-		
537	38	45	-		
537	39	45	-		
537	40	45	-		
537	41	45	-		
537	42	45	-		
537	43	45	-		
537	44	45	-		
537	45	45	-		
537	46	45	-		
537	47	45	-		
537	48	45	-		
537	49	45	-		
537	50	45	-		
537	51	45	-		
537	52	45	-		
537	53	45	-		
537	54	45	-		
537	55	45	-		
537	56	45	-		
537	57	45	-		
537	58	45	-		
537	59	45	-		
537	60	45	-		
537	61	45	-		
537	62	45	-		
537	63	45	-		
537	64	45	-		
537	65	45	-		
537	66	45	-		
537	67	45	-		
537	68	45	-		
537	69	45	-		
537	70	45	-		
537	71	45	-		
537	72	45	-		
537	73	45	-		
537	74	45	-		
537	75	45	-		
537	76	45	-		
537	77	45	-		
537	78	45	-		
537	79	45	-		
537	80	45	-		
537	81	45	-		
537	82	45	-		
537	83	45	-		
537	84	45	-		
537	85	45	-		
537	86	45	-		
537	87	45	-		
537	88	45	-		
537	89	45	-		
537	90	45	-		
537	91	45	-		
537	92	45	-		
537	93	45	-		
537	94	45	-		
537	95	45	-		
537	96	45	-		
537	97	45	-		
537	98	45	-		
537	99	45	-		
537	100	45	-		
538	101	TT_EOL	N/P		
538	0	TT_WORD	All		
538	1	58	:		
538	2	TT_NUMBER	46.2		
538	3	TT_NUMBER	46.5		
538	4	TT_NUMBER	72.3		
538	5	TT_NUMBER	64.2		
538	6	TT_NUMBER	44.6		
538	7	TT_NUMBER	43.1		
538	8	TT_NUMBER	69.5		
538	9	TT_NUMBER	56.3		
539	10	TT_EOL	N/P		
539	0	TT_WORD	Old		
539	1	58	:		
539	2	TT_NUMBER	46.2		
539	3	TT_NUMBER	46.5		
539	4	TT_NUMBER	72.3		
539	5	TT_NUMBER	64.2		
539	6	TT_NUMBER	44.6		
539	7	TT_NUMBER	43.1		
539	8	TT_NUMBER	69.5		
539	9	TT_NUMBER	56.3		
540	10	TT_EOL	N/P		
